listing_type,status,Demand %,area,zone,project_name,tenant_restriction,price,Notes,estimated mv,installment,parking/floor,bed,bath,size,furnishing,type,tenure,room_type,bath_type,anchors,image,wa_text,date_added,source_link,move_in_date,code,lelong_date
subsale,-,60,Sepang,Bandar Baru Salak Tinggi,Taman Dahlia,-,395000,395000,,1682,,4,2,-,-,Terrace,Freehold,-,-,ERL Salak Tinggi | Mitsui Outlet Park KLIA Sepang | NCI Hospital | Xiamen University Malaysia,https://www.haniproperties.com/images/unitpic/tamandahliaEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Taman Dahlia, Bandar Baru Salak Tinggi. Price: RM395000. Ref: EXP",8/7/2026,https://telegram.me/extremeproperty_listing/19524,-,EXP,
rental,rented,60,Kuala Lumpur,Wangsa Maju,Sunway Avila Residence,,3800,,,-,,4,2,-,Fully Furnished,Condominium,-,-,-,LRT Sri Rampai | MRR2 | DUKE Highway | AKLEH | Jalan Ampang,https://www.haniproperties.com/images/unitpic/sunwayavilaresidenceEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sunway Avila Residence, Wangsa Maju. Price: RM3800. Ref: EX",29/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27481,Immediate,EX,
rental,-,60,Kajang,Jalan Reko,Residensi Mutiara Kajang,-,1500,,,-,,4,3,1000,Partially Furnished,Condominium,-,-,-,MRT Kajang Station | Kajang Town Centre | SILK Highway | LEKAS Highway,https://www.haniproperties.com/images/unitpic/residensimutiarakajangADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Mutiara Kajang, Jalan Reko. Price: RM1500. Ref: ADL",7/7/2026,https://telegram.me/adiblisting/7720,Oct-26,ADL,
rental,-,60,Shah Alam,Setia City,Trefoil,-,1400,-,-,-,,-,1,486,Fully Furnished,Service Residence,-,-,-,Setia City Mall | Lotus's Setia Alam | Institut Kesihatan Negara | Tenby Schools Setia Eco Park | NKVE Highway,https://www.haniproperties.com/images/unitpic/trefoilFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Trefoil, Setia City. Price: RM1400. Ref: FPR",22/7/2026,https://t.me/fathurpropertyrental/28237,Sep-26,FPR,-
rental,-,60,Setapak,Setapak,Danau Kota Suites,-,1800,,,-,,3,2,818,Partially Furnished,Service Residence,-,-,-,Wangsa Maju LRT Station | Wangsa Walk Mall | AEON Alpha Angle | DUKE Highway,https://www.haniproperties.com/images/unitpic/danaukotasuitesEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Danau Kota Suites, Setapak. Price: RM1800. Ref: EX",7/7/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/27775,Immediate,EX,
rental,-,60,Subang Jaya,USJ 1,Edumetro EDU-E-19-01-U,,2208,,,-,,2,-,-,-,Apartment,-,-,-,Taylor's University | Sunway University | Sunway Pyramid | Subang Parade | Federal Highway,https://www.haniproperties.com/images/unitpic/edumetroedue1901uDPM/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Edumetro EDU-E-19-01-U, USJ 1. Price: RM2208. Ref: DPM",6/7/2026,https://telegram.me/DeePropmall/2545,-,DPM,
rental,-,60,Kajang,-,Residensi Mutiara,,1350,,,-,,4,3,930,Fully Furnished,Condominium,-,-,-,KTM Station | UKM | German Malaysian Institute (GMI) | Uptown Jalan Reko,https://www.haniproperties.com/images/unitpic/residensimutiaraNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Mutiara, -. Price: RM1350. Ref: NS",3/7/2026,https://telegram.me/rumahsewajualbelikldanselangor/11481,-,NS,
rental,-,60,Kajang,-,Puncak Hijauan,,1500,,,-,,3,2,1010,Fully Furnished,Condominium,-,-,-,KTM UKM | Kajang Bus Station | UKM | Bangi Gateway | IOI City Mall,https://www.haniproperties.com/images/unitpic/puncakhijauanNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Puncak Hijauan, -. Price: RM1500. Ref: NS",3/7/2026,https://telegram.me/rumahsewajualbelikldanselangor/11469,-,NS,
rental,rented,60,Cheras,Bandar Tun Razak,Sri Kota,-,1200,,,-,,2,1,530,Partially Furnished,Flat,-,-,-,LRT Bandar Tun Razak | Pusat Komersial Bandar Tun Razak | Hospital Universiti Kebangsaan Malaysia (HUKM) | Salak Expressway,https://www.haniproperties.com/images/unitpic/srikotaEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sri Kota, Bandar Tun Razak. Price: RM1200. Ref: EX",19/7/2026,https://t.me/RumahSewaKLSlgrBelowRM2000/28286,-,EX,-
rental,rented,60,Kajang,-,Pangsapuri Sutera Apartment,,930,,,-,,3,2,1100,Partially Furnished,Apartment,-,-,-,Hentian Bas Kajang | Econsave Kajang | Hospital Kajang | SILK Highway,https://www.haniproperties.com/images/unitpic/pangsapurisuteraapartmentNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Pangsapuri Sutera Apartment, Kajang. Price: RM930. Ref: NS",3/7/2026,https://telegram.me/rumahsewajualbelikldanselangor/11509,Immediate,NS,
rental,-,60,Sentul,Sentul,Sang Suria Condominium,,2100,,,-,,3,2,1050,Fully Furnished,Condominium,-,-,-,KTM Sentul | LRT Sentul Timur | Sunway Putra Mall | Sentul Point | DUKE Highway,https://www.haniproperties.com/images/unitpic/sangsuriacondominiumADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sang Suria Condominium, Sentul. Price: RM2100. Ref: ADL",1/7/2026,https://telegram.me/adiblisting/7062,Mid July / August 2026,ADL,
rental,-,60,Kajang,Kajang,Residensi Mutiara,,1300,,,-,,3,3,800,Partially Furnished,Condominium,-,-,-,MRT Kajang | KTM Kajang | Lotus's Kajang | Metro Point Kajang | SILK Highway,https://www.haniproperties.com/images/unitpic/residensimutiaraADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Residensi Mutiara, Kajang. Price: RM1300. Ref: ADL",1/7/2026,https://telegram.me/adiblisting/7174,Aug-26,ADL,
subsale,-,60,Cheras,Pandan Perdana,Pandan Perdana,,638000,638000,,2718,,5,3,1500,-,Terrace,Leasehold,-,-,LRT Pandan Jaya | One Shamelin Mall | Hospital Ampang | BESRAYA,https://www.haniproperties.com/images/unitpic/pandanperdanaEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Pandan Perdana, Pandan Perdana. Price: RM638000. Ref: EXP",1/7/2026,https://telegram.me/extremeproperty_listing/19298,-,EXP,
rental,-,60,Shah Alam,"Seksyen 32, Bukit Rimau",Pangsapuri Rimau Perdana,-,1200,-,-,-,,3,2,850,Fully Furnished,Apartment,-,-,-,AEON Big Bukit Rimau | Gamuda Walk | Columbia Asia Hospital Bukit Rimau | KESAS Expressway,https://www.haniproperties.com/images/unitpic/pangsapuririmauperdanaMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Pangsapuri Rimau Perdana, Seksyen 32, Bukit Rimau. Price: RM1200. Ref: MMN",22/7/2026,https://t.me/AniListings/3128,Immediate,MMN,-
subsale,-,60,Kuala Lumpur,Segambut,The Era Residence @ Duta North,,1800000,1800000,,11638,,5,5,2411,-,Service Residence,Freehold,-,-,Sunway 163 Mall | Publika | MiTEC | NKVE Expressway | DUKE Expressway,https://www.haniproperties.com/images/unitpic/theeraresidencedutanorthEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at The Era Residence @ Duta North, Segambut. Price: RM1800000. Ref: EXP",28/6/2026,https://telegram.me/extremeproperty_listing/19222,-,EXP,
rental,-,60,Shah Alam,"Section 31, Kota Kemuning",Pangsapuri Sri Kemuning,-,1350,-,-,-,,3,2,750,Partially Furnished,Apartment,-,-,-,Gamuda Walk Mall | Columbia Asia Hospital Bukit Rimau | Shah Alam Expressway (KESAS) | Kemuning-Shah Alam Highway (LKSA),https://www.haniproperties.com/images/unitpic/pangsapurisrikemuningMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Pangsapuri Sri Kemuning, Section 31, Kota Kemuning. Price: RM1350. Ref: MMN",22/7/2026,https://t.me/AniListings/3143,1/9/2026,MMN,-
rental,-,60,Shah Alam,Setia Alam,Setia Permai 2,-,1850,,,-,,3,3,1300,Unfurnished,Terrace,-,-,-,Setia City Mall | Lotus's Setia Alam | Institut Kesihatan Negara | Tenby Schools Setia Eco Park | NKVE Highway,https://www.haniproperties.com/images/unitpic/setiapermai2FPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Setia Permai 2, Setia Alam. Price: RM1850. Ref: FPR",12/7/2026,https://telegram.me/fathurpropertyrental/27565,Jul-26,FPR,-
rental,rented,60,Kuala Lumpur,KLCC,10 Stonor,,4300,,,,,3,2,801,Fully Furnished,Service Residence,,,,MRT Conlay | Pavilion Kuala Lumpur | SMK Bukit Bintang | Gleneagles Hospital KL | Village Grocer Pavilion | AKLEH,https://www.haniproperties.com/images/unitpic/10stonorLSY/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 10 Stonor, KLCC. Price: RM4300. Ref: LSY",16/6/2026,https://telegram.me/ListingSyazuanProperty/2352,1/7/2026,LSY,
rental,-,60,Kuala Lumpur,Maluri,One Cochrane Residences,-,3398,,,-,,3,-,1055,Fully Furnished,Condominium,-,-,-,MRT Cochrane | IKEA Cheras | MyTOWN Shopping Centre | TRX Financial District | MRR2 Highway,https://www.haniproperties.com/images/unitpic/onecochraneresidencesDPM/pic1.jpg,"Hi Hani, I'm interested in the unit rental at One Cochrane Residences, Maluri. Price: RM3398. Ref: DPM",13/7/2026,https://telegram.me/DeePropmall/2314,-,DPM,-
rental,-,60,Shah Alam,Kota Kemuning,Pangsapuri Sri Nervillia,,850,,,-,,3,2,650,Unfurnished,Apartment,-,-,-,AEON Big Bukit Rimau | Columbia Asia Hospital Bukit Rimau | Econsave Bukit Kemuning | KESAS Highway | ELITE Highway,https://www.haniproperties.com/images/unitpic/pangsapurisrinervilliaMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Pangsapuri Sri Nervillia, Kota Kemuning. Price: RM850. Ref: MMN",29/6/2026,https://telegram.me/AniListings/2901,Immediate,MMN,
subsale,-,60,Kuala Lumpur,Taman Melati,Flat Sri Langkawi,,245000,245000,,1117,,2,1,592,,Flat,Leasehold,,,LRT Taman Melati (~500m) | SK Gombak Setia (~300m) | M3 Mall (~300m) | Masjid Gombak Setia (~400m),https://www.haniproperties.com/images/unitpic/flatsrilangkawiEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Flat Sri Langkawi, Taman Melati. Price: RM245000. Ref: EXP",24/6/2026,https://telegram.me/extremeproperty_listing/19071,,EXP,
rental,-,60,Kuala Lumpur,Kerinchi,Citizen @ Old Klang Road,,2700,,,,,4,2,1073,Fully Furnished,Service Residence,,,,Swimming Pool | Gymnasium | Multipurpose Hall | Children's Playground | BBQ Area | Jogging Track | Landscaped Garden | 24-Hour Security | Covered Parking,https://www.haniproperties.com/images/unitpic/citizenoldklangroadADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Citizen @ Old Klang Road, Kerinchi. Price: RM2700. Ref: ADL",23/6/2026,https://telegram.me/adiblisting/6660,Immediate,ADL,
rental,-,60,Puchong,Puchong Jaya,Sri Kenanga Apartment,,1100,,,,,3,2,915,Partially Furnished,Apartment,,,,Kawalan Keselamatan 24 Jam | Taman Permainan | Jogging Track,https://www.haniproperties.com/images/unitpic/srikenangaapartmentNS/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Sri Kenanga Apartment, Puchong Jaya. Price: RM1100. Ref: NS",22/6/2026,https://telegram.me/rumahsewajualbelikldanselangor/11335,Immediate,NS,
rental,-,60,Shah Alam,Bukit Jelutong,Elaeis 2,,1980,,,-,,3,2,987,Partially Furnished,Condominium,-,-,-,MSU Shah Alam | Batu Tiga KTM Station | DEMC Specialist Hospital Shah Alam | NKVE | Guthrie Corridor Expressway,https://www.haniproperties.com/images/unitpic/elaeis2MMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Elaeis 2, Bukit Jelutong. Price: RM1980. Ref: MMN",28/6/2026,https://telegram.me/AniListings/2848,Immediate,MMN,
rental,-,60,Shah Alam,i-City,Parisien Tower,,1600,,,,,2,1,614,Fully Furnished,Service Residence,,,,Swimming Pool | Gymnasium | Children's Playground | Multipurpose Hall | Covered Parking | 24-Hour Security,https://www.haniproperties.com/images/unitpic/parisientowerADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Parisien Tower, i-City. Price: RM1600. Ref: ADL",24/6/2026,https://telegram.me/adiblisting/6788,Immediate,ADL,
rental,-,60,Shah Alam,Setia Alam,De Kiara,,1300,,,,,3,2,818,Partially Furnished,Apartment,,,,Setia City Mall | Hospital Shah Alam | UiTM Shah Alam | DASH,https://www.haniproperties.com/images/unitpic/dekiaraMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at De Kiara, Setia Alam. Price: RM1200. Ref: MMN",18/6/2026,https://telegram.me/AniListings/2676,1/8/2001,MMN,
rental,rented,60,Cheras,Taman Midah,Arte Cheras,No Pets Owner,2850,,,-,,2,2,896,Fully Furnished,Service Residence,-,-,-,Taman Midah MRT Station | Tesco Cheras | Pantai Hospital Cheras | MRR2 Highway,https://www.haniproperties.com/images/unitpic/artecherasEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Arte Cheras, Taman Midah. Price: RM2850. Ref: EX",14/7/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/28123,Immediate,EX,-
rental,-,60,Kuala Lumpur,KLCC,Corinthian Condominium,,4500,,,,,3,2,1500,Fully Furnished,Condominium,,,,KLCC LRT Station | Suria KLCC | SMK Tun Abdul Razak | Hospital Ampang Puteri | No | AKLEH,https://www.haniproperties.com/images/unitpic/corinthiancondominiumLSY/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Corinthian Condominium, KLCC. Price: RM4500. Ref: LSY",16/6/2026,https://telegram.me/ListingSyazuanProperty/2336,Immediate,LSY,
rental,-,60,Petaling Jaya / Damansara,Ara Damansara,The Potpourri,,2950,,,,,2,1,755,Fully Furnished,Service Residence,,,,Ara Damansara MRT | Citta Mall | SMK Ara Damansara | Ara Damansara Medical Centre | Lotus's Ara Damansara | LDP Highway,https://www.haniproperties.com/images/unitpic/thepotpourriFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at The Potpourri, Ara Damansara. Price: RM2950. Ref: FPR",15/6/2026,https://telegram.me/fathurpropertyrental/26770,Immediate,FPR,
subsale,-,60,Shah Alam,Denai Alam,2 Storey Terrace Denai Alam,,750000,750000,,3420,,4,3,2200,,Terrace,Freehold,,,SK Denai Alam (~0.5km) | Masjid Al-Farinee Denai Alam (~0.5km) | Surau Al-Islah (~0.3km) | SMK Bukit Jelutong (~2km) | 99 Speedmart Denai Alam (~0.8km),https://www.haniproperties.com/images/unitpic/2storeyterracedenaialamEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Denai Alam, Denai Alam. Price: RM750000. Ref: EXP",17/6/2026,https://telegram.me/extremeproperty_listing/18873,,EXP,
subsale,-,60,Shah Alam,Elmina West (Seksyen U15/U17),2 Storey Terrace Elmina West,,800000,800000,,3648,,4,3,1709,,Terrace,Freehold,,,Elmina Lakeside Mall | SK Elmina | Elmina Central Park | Kota Damansara | Subang Airport,https://www.haniproperties.com/images/unitpic/2storeyterraceelminawestRSS/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Elmina West, Elmina West (Seksyen U15/U17). Price: RM800000. Ref: RSS",19/5/2026,https://telegram.me/rumahsubsaleklselangorbynuruls/1221,,RSS,
rental,-,60,Cyberjaya / Putrajaya,Cyberjaya City Centre,Gardenview Residence,,2700,,,,,4,3,1722,Fully Furnished,Condominium,,,,MRT Cyberjaya City Centre | DPulze Shopping Centre | Centrus Mall | Multimedia University (MMU) | ELITE Highway,https://www.haniproperties.com/images/unitpic/gardenviewresidenceMMN/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Gardenview Residence, Cyberjaya City Centre. Price: RM2700. Ref: MMN",25/6/2026,https://telegram.me/AniListings/2831,October,MMN,
subsale,-,60,Puchong,Taman Puchong Hartamas,2.5 Storey Terrace Kim Crest,,1250000,1250000,,5700,,6,4,2625,,Terrace,Freehold,,,SMK Puchong (~1–2km) | AEON Big Puchong (~2km) | IOI Puchong Mall (~2–3km) | LRT Puchong Prima (~10 min drive) | Klinik Kesihatan Puchong (~2km),https://www.haniproperties.com/images/unitpic/25storeyterracekimcrestEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 2.5 Storey Terrace Kim Crest, Taman Puchong Hartamas. Price: RM1250000. Ref: EXP",14/6/2026,https://telegram.me/extremeproperty_listing/16183,,EXP,
subsale,-,60,Shah Alam,Seksyen 16 / Ken Rimba,Ken Rimba,,450000,450000,,2052,,3,2,1119,,Condominium,Freehold,,,"KTM Padang Jawa (~700m, covered walkway) | Poliklinik Ken Rimba (~350m) | SK Padang Jawa (~1km) | UiTM Shah Alam (~3.9km) | LRT Seksyen 7/I-City | HDC Shah Alam Mall (~1.7km)",https://www.haniproperties.com/images/unitpic/kenrimbaREG/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Ken Rimba, Seksyen 16 / Ken Rimba. Price: RM450000. Ref: REG",2/5/2025,https://telegram.me/ListingPropertyByRegera/4075,,REG,
subsale,-,60,Ampang,Taman Bukit Indah,2 Storey Terrace Bukit Indah,,1100000,1100000,,5016,,4,3,1800,,Terrace,Leasehold,,,"SK Taman Kosas (~500m–1km) | SMK Taman Kosas (~1km) | Masjid Fatimah Az-Zahra (in-township) | Giant Spectrum (~2km) | LRT Ampang (~2–3km, short drive)",https://www.haniproperties.com/images/unitpic/2storeyterracebukitindahEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Bukit Indah, Taman Bukit Indah. Price: RM1100000. Ref: EXP",14/6/2026,https://telegram.me/extremeproperty_listing/16816,,EXP,
rental,-,60,Ampang,Ukay Perdana,Liberty Arc,,1650,,,,,0,1,450,Fully Furnished,Studio,,,,Gleneagles Kuala Lumpur | AEON Big Ampang | Klinik Kesihatan Dato' Keramat | MRR2,https://www.haniproperties.com/images/unitpic/libertyarcADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Liberty Arc, Ukay Perdana. Price: RM1650. Ref: ADL",12/6/2026,https://telegram.me/adiblisting/5760,1/7/2026,ADL,
rental,-,60,Kuala Lumpur,Taman Desa,Vivo Residential Suites,,2900,,,,,3,2,1072,Fully Furnished,Condominium,,,,Seputeh KTM Station | Mid Valley Megamall | Universiti Malaya (UM) | Pantai Hospital Kuala Lumpur | ECONSAVE Jalan Klang Lama | SPRINT Highway,https://www.haniproperties.com/images/unitpic/vivoresidentialsuitesFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Vivo Residential Suites, Taman Desa. Price: RM2900. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/26632,Immediate,FPR,
rental,-,60,Ampang,Tasik Permai,Tasik Permai Shop Lot,,4000,1440000,,,,0,0,2000,Unfurnished,Commercial,,,,Pandan Jaya LRT Station | Galaxy Mall Ampang | SMK Tasik Permai | Hospital Ampang | AEON Big Ampang | SUKE Highway,https://www.haniproperties.com/images/unitpic/tasikpermaishoplotFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Tasik Permai Shop Lot, Tasik Permai. Price: RM4000. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/26689,Immediate,FPR,
rental,-,60,Kuala Lumpur,Chow Kit,Regalia Residences,,3000,,,,,2,2,988,Fully Furnished,Condominium,,,,PWTC LRT Station | Sunway Putra Mall | SMK Maxwell | Hospital Kuala Lumpur (HKL) | No | DUKE Highway,https://www.haniproperties.com/images/unitpic/regaliaresidencesFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Regalia Residences, Chow Kit. Price: RM3000. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/21053,Immediate,FPR,
rental,-,60,Kuala Lumpur,Chow Kit,Quill Residence,,3750,,,,,1,2,735,Fully Furnished,Service Residence,,,,Medan Tuanku Monorail Station | Quill City Mall | Universiti Kuala Lumpur (UniKL) | Hospital Kuala Lumpur (HKL) | No | AKLEH Highway,https://www.haniproperties.com/images/unitpic/quillresidenceFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Quill Residence, Chow Kit. Price: RM3750. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/21417,Immediate,FPR,
rental,-,60,Kuala Lumpur,Chow Kit,Majestic Residence,,3500,,,,,1,1,469,Fully Furnished,Service Residence,,,,Medan Tuanku Monorail Station | Quill City Mall | Universiti Kuala Lumpur (UniKL) | Hospital Kuala Lumpur (HKL) | No | AKLEH Highway,https://www.haniproperties.com/images/unitpic/majesticresidenceFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Majestic Residence, Chow Kit. Price: RM3500. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/25212,Immediate,FPR,
rental,-,60,Ampang,Ukay Perdana,Liberty Arc,,6300,,,,,0,0,1675,Unfurnished,Commercial,,,,Ampang Park LRT Station | Ampang Point Shopping Mall | No | KPJ Ampang Puteri Specialist Hospital | Lotus's Ampang | MRR2,https://www.haniproperties.com/images/unitpic/libertyarcFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Liberty Arc, Ukay Perdana. Price: RM6300. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/26697,Immediate,FPR,
rental,-,60,Kuala Lumpur,Kampung Baru,Legasi Kampong Bharu KL Residensi,,3000,,,,,3,2,950,Fully Furnished,Condominium,,,,Kampung Baru LRT Station | Quill City Mall | Universiti Kuala Lumpur (UniKL) | Hospital Kuala Lumpur (HKL) | No | AKLEH Highway,https://www.haniproperties.com/images/unitpic/legasikampongbharuklresidensiFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Legasi Kampong Bharu KL Residensi, Kampung Baru. Price: RM3000. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/21440,Immediate,FPR,
rental,-,60,Cyberjaya / Putrajaya,Presint 8,Ayer@8,,4500,,,,,0,0,1210,Unfurnished,Commercial,,,,ERL Putrajaya & Cyberjaya | IOI City Mall | SK Presint 8 | Hospital Putrajaya | Giant Presint 14 | MEX,https://www.haniproperties.com/images/unitpic/ayer8FPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Ayer@8, Presint 8. Price: RM4500. Ref: FPR",14/6/2026,https://telegram.me/fathurpropertyrental/26715,Immediate,FPR,
rental,-,60,Kuala Lumpur,Sri Hartamas,Dorsett Residences,,3800,,,,,2,1,721,Fully Furnished,Service Residence,,,,Semantan MRT Station | Hartamas Shopping Centre | SK Seri Hartamas | Klinik Kesihatan Bukit Damansara | No | SPRINT Highway,https://www.haniproperties.com/images/unitpic/dorsettresidencesFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Dorsett Residences, Sri Hartamas. Price: RM3800. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/21924,Immediate,FPR,
rental,-,60,Kuala Lumpur,Bangsar South,Centrio Pantai Hill Park,,3300,,,,,2,2,1400,Fully Furnished,Service Residence,,,,Kerinchi LRT Station | KL Gateway Mall | Universiti Malaya (UM) | Pantai Hospital Kuala Lumpur | AEON Big Bangsar South | SPRINT Highway,https://www.haniproperties.com/images/unitpic/centriopantaihillparkFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Centrio Pantai Hill Park, Bangsar South. Price: RM3300. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/26621,1/7/2026,FPR,
rental,-,60,Kuala Lumpur,Kampung Baru,Armani Residence Kuala Lumpur,,3000,,,,,2,1,456,Fully Furnished,Service Residence,,,,Raja Uda MRT Station | Quill City Mall | Universiti Kuala Lumpur (UniKL) | Institut Jantung Negara (IJN) | No | AKLEH Highway,https://www.haniproperties.com/images/unitpic/armaniresidencekualalumpurFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Armani Residence Kuala Lumpur, Kampung Baru. Price: RM3000. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/26639,Immediate,FPR,
rental,-,60,Kuala Lumpur,Bukit Bintang,Agile Bukit Bintang,,4500,,,,,2,1,700,Fully Furnished,Service Residence,,,,TRX MRT Station | Pavilion Bukit Bintang | No | Prince Court Medical Centre | No | AKLEH Highway,https://www.haniproperties.com/images/unitpic/agilebukitbintangFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Agile Bukit Bintang, Bukit Bintang. Price: RM4500. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/24717,Immediate,FPR,
rental,-,60,Kuala Lumpur,Bukit Bintang,Agile Bukit Bintang,,6300,,,,,2,2,895,Fully Furnished,Service Residence,,,,TRX MRT Station | Pavilion Bukit Bintang | No | Prince Court Medical Centre | No | AKLEH Highway,https://www.haniproperties.com/images/unitpic/agilebukitbintangFPR/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Agile Bukit Bintang, Bukit Bintang. Price: RM6300. Ref: FPR",11/6/2026,https://telegram.me/fathurpropertyrental/25188,Immediate,FPR,
rental,-,60,Kuala Lumpur,KLCC,The Corinthian,,4500,,,,,3,2,1500,Fully Furnished,Condominium,,,,MRT Ampang Park | KLCC | No | Prince Court Medical Centre | No | AKLEH,https://www.haniproperties.com/images/unitpic/thecorinthianEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at The Corinthian, KLCC. Price: RM4500. Ref: EX",10/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/26710,Immediate,EX,
rental,-,60,Kuala Lumpur,Bukit Bintang,6 Ceylon Condominium,,3000,,,,,1,1,700,Fully Furnished,Condominium,,,,MRT Bukit Bintang | Pavilion KL | No | No | No | AKLEH,https://www.haniproperties.com/images/unitpic/6ceyloncondominiumEX/pic1.jpg,"Hi Hani, I'm interested in the unit rental at 6 Ceylon Condominium, Bukit Bintang. Price: RM3000. Ref: EX",9/6/2026,https://telegram.me/RumahSewaKLSlgrBelowRM2000/26586,Immediate,EX,
subsale,-,60,Kuala Lumpur,Bandar Baru Sentul,Melur Apartment,,320000,320000,,1459,,3,2,1016,,Apartment,Leasehold 60 Years,,,LRT Sentul Timur (50m) | UTC Sentul | Setapak Central Mall,https://www.haniproperties.com/images/unitpic/melurapartmentEXP/pic1.jpg,"Hi Hani, I'm interested in the subsale unit at Melur Apartment, Bandar Baru Sentul. Price: RM320000. Ref: EXP",8/6/2026,https://telegram.me/extremeproperty_listing/18116,,EXP,
rental,-,60,Cyberjaya / Putrajaya,Cyber 6,Shaftsbury Square,-,1900,-,-,-,1,1,1,639,Fully Furnished,Studio,-,-,-,MRT Cyberjaya City Centre | D'Pulze Shopping Centre | Multimedia University (MMU) | MEX Highway | LDP,https://www.haniproperties.com/images/unitpic/shaftsburysquareAA/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Shaftsbury Square, Cyber 6. Price: RM1900. Ref: AA",14/8/2026,https://t.me/aabithaproperty/1055,Immediate,AA,-
rental,-,60,Cheras,Batu 9,Emerald 9,Malay Only,2200,,,-,,2,1,680,Fully Furnished,Condominium,-,-,-,Taman Suntex MRT Station | EkoCheras Mall | Leisure Mall Cheras | Sunway Velocity Mall | SUKE Highway,https://www.haniproperties.com/images/unitpic/emerald9ADL/pic1.jpg,"Hi Hani, I'm interested in the unit rental at Emerald 9, Batu 9. Price: RM2200. Ref: ADL",13/7/2026,https://telegram.me/adiblisting/8140,Sep-26,ADL,-
