listing_type	area	zone	project_name	price	bed	bath	size	furnishing	type	tenure	room_type	bath_type	anchors	image	wa_text
unit	Kepong	Desa ParkCity	VIM 3 Desa Park North	1800.0	2	1	460	Fully Furnished	Condominium				24-Hour Security • Swimming Pool • Gymnasium • BBQ Area • Multipurpose Hall • Playground • Minimart • Lift		Hi Hani, I'm interested in the unit rental at VIM 3 Desa Park North, Desa ParkCity.
subsale	Subang Jaya	USJ 16	Sri Tanjung Apartment USJ 16	170000.0	3	2	650.0		Apartment	Freehold			LRT Wawasan (USJ 17) (primary transit driver) • Main Place Mall USJ (retail lifestyle anchor) • Subang Jaya Medical Centre (employment hub)		Hi Hani, I'm interested in the subsale unit at Sri Tanjung Apartment USJ 16, USJ 16.
subsale	Klang	Bandar Botanic	Pangsapuri Palma	210000.0	3	2	650.0		Apartment	Freehold			SK Bukit Tinggi (~8 min) • AEON Bukit Tinggi Shopping Mall (~8 min) • Hospital Tengku Ampuan Rahimah (~11 min) • LRT Botanical Garden (~9 min)		Hi Hani, I'm interested in the subsale unit at Pangsapuri Palma, Bandar Botanic.
subsale	Kajang	Kajang	City Height Apartment	230000.0	3	2	833.0		Apartment	Freehold			Near MRT Stadium Kajang, Plaza Metro Kajang, schools and hospital		Hi Hani, I'm interested in the subsale unit at City Height Apartment, Kajang.
subsale	Petaling Jaya	Mutiara Damansara	Desa Mutiara Apartment	275000.0	3	2	670.0		Apartment	Freehold			Walk to MRT Mutiara Damansara & IKEA		Hi Hani, I'm interested in the subsale unit at Desa Mutiara Apartment, Mutiara Damansara.
subsale	Cheras	Cheras Selatan	Langat Jaya Condominium	285000.0	3	2	936.0		Condominium	Freehold			Near MRT Sri Raya/Suntex, AEON Cheras Selatan, Columbia Asia		Hi Hani, I'm interested in the subsale unit at Langat Jaya Condominium, Cheras Selatan.
subsale	Shah Alam	i-City	i-Soho @ i-City	290000.0	1	1	464.0		Studio	Freehold			Jalan kaki ke Central i-City Mall dan LRT i-City		Hi Hani, I'm interested in the subsale unit at i-Soho @ i-City, i-City.
subsale	Kuala Lumpur	Desa Aman Puri	Aman Dua Apartment	300000.0	3	2	837.0		Apartment	Freehold			MRT Sri Damansara Timur (primary transit driver) • AEON Metro Prima Kepong (major retail anchor) • Desa Aman Puri Shoplots (daily retail + food)		Hi Hani, I'm interested in the subsale unit at Aman Dua Apartment, Desa Aman Puri.
subsale	Seri Kembangan	Seri Kembangan	Villa Pavilion	299999.0	3	2	937.0		Apartment	Freehold			Near MRT Serdang Raya Utara, MRT Bukit Jalil and major KL access		Hi Hani, I'm interested in the subsale unit at Villa Pavilion, Seri Kembangan.
subsale	Setapak	Jalan Genting Kelang	Sri Pelangi	300000.0	3	2	938.0		Condominium	Freehold			Taman Melati LRT • Sentul Timur LRT • Setapak Central Mall • TARUMT • SMK Danau Kota		Hi Hani, I'm interested in the subsale unit at Sri Pelangi, Jalan Genting Kelang.
subsale	Kajang	Kajang 2	Residensi Idaman Abadi	320000.0	3	3	1022.0		Apartment	Freehold			Kajang 2 (Tropicana Heights township, near MRT Kajang)		Hi Hani, I'm interested in the subsale unit at Residensi Idaman Abadi, Kajang 2.
subsale	Kuala Lumpur	Sungai Besi	Central Residence	322500.0	2	1	573.0		Service Residence	Freehold			Terminal Bersepadu Selatan (TBS) • LRT Sungai Besi / Tasik Selatan interchange (LRT + KTM + ERL cluster) • NSK Sungai Besi • Giant Sg Besi • UKM Specialist Centre / HUKM medical cluster		Hi Hani, I'm interested in the subsale unit at Central Residence, Sungai Besi.
subsale	Selayang	Batu Caves	Amara Residences	337000.0	3	2	1100.0		Service Residence	Freehold			Freehold non-bumi 400m to KTM Batu Caves		Hi Hani, I'm interested in the subsale unit at Amara Residences, Batu Caves.
subsale	Kuala Lumpur	Wangsa Maju (Taman Sri Rampai)	Rampai Court	260000.0	2	1	650.0		Apartment	Freehold			LRT Sri Rampai (~1.4km) • SK Sri Rampai • SMK Sri Rampai • AEON Big Wangsa Maju • Columbia Asia Medical Centre		Hi Hani, I'm interested in the subsale unit at Rampai Court, Wangsa Maju (Taman Sri Rampai).
subsale	Cheras	Bandar Tun Hussein Onn	D'Puncak Suasana Apartment	340000.0	3	2	1000.0		Apartment	Freehold			Freehold walk-up near MRT BTHO/AEON/C180		Hi Hani, I'm interested in the subsale unit at D'Puncak Suasana Apartment, Bandar Tun Hussein Onn.
subsale	Nilai	Garden Avenue Seremban 2	Flat Dahlia	150000.0	3	2	860.0		Walk-up Flat	Freehold			AEON Mall Seremban 2 • Mydin Mall Seremban 2 • KPJ Seremban Specialist Hospital		Hi Hani, I'm interested in the subsale unit at Flat Dahlia, Garden Avenue Seremban 2.
subsale	Cyberjaya	Cyberjaya	PRIMA Lakefront Homes	335000.0	3	2	850.0		Apartment	Freehold			Near MMU, D'Pulze, Cyberjaya Hospital and major highways		Hi Hani, I'm interested in the subsale unit at PRIMA Lakefront Homes, Cyberjaya.
subsale	Shah Alam	Setia Alam	KSL Blossom Square (Type B)	345789.0	2	1	650.0		Serviced Apartment	Freehold			Setia City Mall • Tenby International School • Hospital Shah Alam		Hi Hani, I'm interested in the subsale unit at KSL Blossom Square (Type B), Setia Alam.
subsale	Shah Alam	Seksyen 14	Vista Alam Serviced Apartment	390000.0	2	2	911.0		Service Residence	Freehold			Avisena Specialist Hospital • Dwi Emas International School		Hi Hani, I'm interested in the subsale unit at Vista Alam Serviced Apartment, Seksyen 14.
subsale	Kuala Lumpur	Pantai Dalam	Cubic Botanical	420000.0	2	1	650.0		Condominium	Freehold			KTM Pantai Dalam (~400m, sheltered walkway) • SMK Seri Pantai • Klinik Komuniti Pantai Ria		Hi Hani, I'm interested in the subsale unit at Cubic Botanical, Pantai Dalam.
subsale	Sentul	Sentul	Sentul Village Condominium	450000.0	3	2	948.0		Condominium	Freehold			Sentul (near Sentul KTM, DUKE, MRR2)		Hi Hani, I'm interested in the subsale unit at Sentul Village Condominium, Sentul.
subsale	Kuala Lumpur	Dutamas	Changkat View Condominium	450000.0	2	2	1038.0		Condominium	Freehold			Near Publika, Mont Kiara, MRT3 Dutamas and major highways		Hi Hani, I'm interested in the subsale unit at Changkat View Condominium, Dutamas.
subsale	Puchong	Bandar Puteri 7	Aseana Puteri Condominium	509000.0	3	2	1185.0		Condominium	Freehold			Near IOI Mall & LRT		Hi Hani, I'm interested in the subsale unit at Aseana Puteri Condominium, Bandar Puteri 7.
subsale	Puchong	Bandar Kinrara	2 Storey Terrace Bandar Kinrara BK4	600000.0	6	3	1600.0		2 Storey Terrace	Freehold (Bumi Lot)			LRT Kinrara BK5 (~1.8km, short drive) • SK Seksyen 1 Bandar Kinrara • SMK Seksyen 4 Bandar Kinrara • Giant Bandar Kinrara (~0.5km) • Masjid Bandar Kinrara		Hi Hani, I'm interested in the subsale unit at 2 Storey Terrace Bandar Kinrara BK4, Bandar Kinrara.
subsale	Selayang	Taman Pinggiran Batu Caves, Batu Caves	Apartment Pinggiran Batu Caves	150000.0	2	1	650.0		Apartment	Leasehold			LRT/KTM Batu Caves • Sekolah Rendah/Menengah Taman Pinggiran • MRR2 / DUKE Highway		Hi Hani, I'm interested in the subsale unit at Apartment Pinggiran Batu Caves, Taman Pinggiran Batu Caves, Batu Caves.
subsale	Kajang	Kajang	Apartment Kelisa Ria	160000.0	3	1	800.0		Apartment	Leasehold			MRT Kajang, KTM UKM, Hentian Kajang and daily amenities		Hi Hani, I'm interested in the subsale unit at Apartment Kelisa Ria, Kajang.
subsale	Ampang	Taman Dato Ahmad Razali	Flat Taman Dato Ahmad Razali	160000.0	2	1	519.0		Flat	Leasehold			Ampang Point, LRT Ampang, KPJ Ampang Puteri		Hi Hani, I'm interested in the subsale unit at Flat Taman Dato Ahmad Razali, Taman Dato Ahmad Razali.
subsale	Petaling Jaya	Damansara Perdana	Flora Damansara Blok B	165000.0	3	2	650.0		Apartment	Leasehold			IKEA Damansara, The Curve, MRT Mutiara Damansara		Hi Hani, I'm interested in the subsale unit at Flora Damansara Blok B, Damansara Perdana.
subsale	Petaling Jaya	Kota Damansara	Damai Apartment	180000.0	3	2	667.0		Apartment	Leasehold			Kota Damansara (near LRT Surian, One Utama/IKANO cluster)		Hi Hani, I'm interested in the subsale unit at Damai Apartment, Kota Damansara.
subsale	Shah Alam	Seksyen 17	Flat PKNS	187000.0	2	1	592.0		Flat	Leasehold			walking distance to INTEC and KTM Padang Jawa		Hi Hani, I'm interested in the subsale unit at Flat PKNS, Seksyen 17.
subsale	Ampang	Taman Kosas	Shop Apartment Taman Kosas	190000.0	3	2	850.0		Shop Apartment	Leasehold			LRT Ampang, Galaxy Ampang Mall		Hi Hani, I'm interested in the subsale unit at Shop Apartment Taman Kosas, Taman Kosas.
subsale	Kuala Lumpur	Setiawangsa	Shop Apartment Taman Keramat Permai	190000.0	3	1	650.0		Shop Apartment	Leasehold			Leasehold bumi lot level 2 walk-up near LRT Setiawangsa		Hi Hani, I'm interested in the subsale unit at Shop Apartment Taman Keramat Permai, Setiawangsa.
subsale	Shah Alam	Seksyen 16 / Padang Jawa	Suria Jaya e-SOFO	195000.0	1	2	430.0		Condominium	Leasehold			UiTM Shah Alam (walkable) • LRT UiTM/Seksyen 7 I-City (nearby) • Giant Shah Alam Seksyen 7 (~5 min)		Hi Hani, I'm interested in the subsale unit at Suria Jaya e-SOFO, Seksyen 16 / Padang Jawa.
subsale	Kuala Lumpur	Pandan Perdana	Perdana Villa	220000.0	3	2	827.0		Apartment	Leasehold			1 Shamelin Mall • Pantai Hospital Cheras • MRT Maluri • LRT Maluri • SK Seri Bintang Utara		Hi Hani, I'm interested in the subsale unit at Perdana Villa, Pandan Perdana.
subsale	Cheras	Bandar Sri Permaisuri	Sri Penara Apartment	220000.0	2	2	646.0		Apartment	Leasehold			Salak Selatan LRT Station • Salak Selatan KTM Station • SK Bandar Sri Permaisuri • SMK Bandar Sri Permaisuri • HERO Supermarket Sri Permaisuri • Klinik Kesihatan Bandar Tun Razak		Hi Hani, I'm interested in the subsale unit at Sri Penara Apartment, Bandar Sri Permaisuri.
subsale	Petaling Jaya	Damansara	Pelangi Damansara	240000.0	3	2	656.0		Apartment	Leasehold			MRT Mutiara Damansara • Surau An Nur Pelangi Damansara • Pelangi Square / shoplots • SK Bandar Utama		Hi Hani, I'm interested in the subsale unit at Pelangi Damansara, Damansara.
subsale	Subang Jaya	Bandar Sunway	Makmur Apartment	250000.0	3	2	839.0		Apartment	Leasehold			Walk to Sunway MRT Mentari & Sunway Pyramid		Hi Hani, I'm interested in the subsale unit at Makmur Apartment, Bandar Sunway.
subsale	Puchong	Bandar Saujana Putra	BSP 21	265000.0	1	1	610.0		Service Residence	Leasehold			BSP Mall, LRT Putra Heights		Hi Hani, I'm interested in the subsale unit at BSP 21, Bandar Saujana Putra.
subsale	Seri Kembangan	Taman Serdang Perdana	South City Apartment	266000.0	3	2	1046.0		Apartment	Leasehold			South City Plaza, MRT Serdang, KTM Serdang		Hi Hani, I'm interested in the subsale unit at South City Apartment, Taman Serdang Perdana.
subsale	Kuala Lumpur	Kepong	Apartment Prima Saujana	270000.0	3	2	1000.0		Apartment	Leasehold			AEON Metro Prima Kepong • SK Bandar Sri Damansara 1 / 2 • MRT Sri Damansara Barat (closest usable line) • Taman Usaha Jaya (wet market / local commercial cluster) • KPJ Sentosa KL / nearby medical cluster		Hi Hani, I'm interested in the subsale unit at Apartment Prima Saujana, Kepong.
subsale	Kuala Lumpur	Pandan Indah	Pangsapuri Sri Inai	285000.0	3	1	673.0		Apartment	Leasehold			LRT Cempaka + Ampang Hospital access		Hi Hani, I'm interested in the subsale unit at Pangsapuri Sri Inai, Pandan Indah.
subsale	Seri Kembangan	Seri Kembangan	Pangsapuri Cahaya Permai	285000.0	3	2	869.0		Apartment	Leasehold			Leasehold Bumi lot 83 tahun dekat MRT Equine/Putra Permai		Hi Hani, I'm interested in the subsale unit at Pangsapuri Cahaya Permai, Seri Kembangan.
subsale	Kuala Lumpur	Sungai Besi	Desa Tasik Apartment Phase 1A	290000.0	3	2	893.0		Apartment	Leasehold			LRT Sungai Besi (primary transit driver) • TBS Bandar Tasik Selatan (major transport hub) • MRT Sungai Besi (connectivity expansion)		Hi Hani, I'm interested in the subsale unit at Desa Tasik Apartment Phase 1A, Sungai Besi.
subsale	Shah Alam	Seksyen 13	Persanda 3 Apartment	310000.0	3	2	928.0		Apartment	Leasehold			Management & Science University (MSU) • AEON Mall Shah Alam • KTM Batu Tiga • MSU Medical Centre		Hi Hani, I'm interested in the subsale unit at Persanda 3 Apartment, Seksyen 13.
subsale	Seri Kembangan	Putra Permai	Cahaya Permai Apartments	310000.0	3	2	868.0		Apartment	Leasehold			MRT Putra Permai • AEON Mall Taman Equine • SK Taman Putra Permai		Hi Hani, I'm interested in the subsale unit at Cahaya Permai Apartments, Putra Permai.
subsale	Kuala Lumpur	Bandar Sri Permaisuri, Cheras	Residensi Putra Suria	320000.0	3	2	748.0		Apartment	Leasehold			LRT Cheras • SMK/SK Seri Permaisuri • HUKM Hospital		Hi Hani, I'm interested in the subsale unit at Residensi Putra Suria, Bandar Sri Permaisuri, Cheras.
subsale	Cheras	Alam Damai	Residensi PR1MA Alam Damai	325000.0	3	2	995.0		Apartment	Leasehold			Cheras Sentral Mall, MRT Cheras, Columbia Asia Hospital Cheras		Hi Hani, I'm interested in the subsale unit at Residensi PR1MA Alam Damai, Alam Damai.
subsale	Kuala Lumpur	Taman Ikan Emas	Putra Suria Residence	330000.0	3	2	748.0		Apartment	Leasehold			Taman Ikan Emas (Near MRT Taman Midah, LRT Maluri)		Hi Hani, I'm interested in the subsale unit at Putra Suria Residence, Taman Ikan Emas.
subsale	Ampang	Pandan Perdana	Pandan Heights Condominium	330000.0	3	2	988.0		Condominium	Leasehold			Lokasi near LRT Pandan Jaya & Velocity/Maluri/KL Centre		Hi Hani, I'm interested in the subsale unit at Pandan Heights Condominium, Pandan Perdana.
subsale	Seri Kembangan	Taman Serdang Perdana	Cube @ One South	340000.0	1	1	450.0		Service Residence	Leasehold			Serdang Raya MRT Station • One South Street Mall • SRJKC Serdang Baru / SMK Seri Kembangan		Hi Hani, I'm interested in the subsale unit at Cube @ One South, Taman Serdang Perdana.
subsale	Petaling Jaya	Taman Dato Harun	Double Storey Terrace Taman Dato Harun	350000.0	4	2	840.0		Terrace	Leasehold			Walking distance KTM & amenities		Hi Hani, I'm interested in the subsale unit at Double Storey Terrace Taman Dato Harun, Taman Dato Harun.
subsale	Subang Jaya	USJ 1	The Edge Residence	350000.0	2	2	647.0		Service Residence	Leasehold			near LRT USJ 7 Da Men Mall and major highways		Hi Hani, I'm interested in the subsale unit at The Edge Residence, USJ 1.
subsale	Ampang	Pandan Indah	Grandeur Tower Apartment	350000.0	3	2	962.0		Apartment	Leasehold			Near Aeon Big, LRT Cempaka/Pandan Indah and major KL access		Hi Hani, I'm interested in the subsale unit at Grandeur Tower Apartment, Pandan Indah.
subsale	Petaling Jaya	Tropicana	Bayu Puteri Apartment	350000.0	3	2	850.0		Apartment	Leasehold			Leasehold strata near MRT Surian/BU & major malls		Hi Hani, I'm interested in the subsale unit at Bayu Puteri Apartment, Tropicana.
subsale	Seri Kembangan	Seri Kembangan	Juta Mines Condominium	350000.0	3	2	901.0		Condominium	Leasehold			Leasehold hingga 2108 dekat The Mines & MRT Serdang		Hi Hani, I'm interested in the subsale unit at Juta Mines Condominium, Seri Kembangan.
subsale	Cheras	PGRM	Plaza Grand Regency	350000.0	1	1	566.0		Studio	Leasehold			Walk to LRT/MRT Maluri		Hi Hani, I'm interested in the subsale unit at Plaza Grand Regency, PGRM.
subsale	Kuala Lumpur	Sri Petaling	Endah Ria Condominium	355000.0	3	2	946.0		Condominium	Leasehold			Endah Parade Shopping Centre (very close, main anchor) • LRT Bukit Jalil / Sri Petaling line • International Medical University (IMU) • SK Bandar Baru Sri Petaling 1 / 2 • HUKM / UKM Specialist Centre		Hi Hani, I'm interested in the subsale unit at Endah Ria Condominium, Sri Petaling.
subsale	Kuala Lumpur	Desa Petaling	Widuri Impian Condominium	355000.0	3	2	956.0		Condominium	Leasehold			Near LRT Bandar Tasik Selatan & TBS		Hi Hani, I'm interested in the subsale unit at Widuri Impian Condominium, Desa Petaling.
subsale	Kuala Lumpur	Ampang Hilir	Neu Suites @ Ampang	360000.0	2	1	430.0		Apartment	Leasehold			Ampang Hilir (Near LRT Jelatek, Gleneagles KL)		Hi Hani, I'm interested in the subsale unit at Neu Suites @ Ampang, Ampang Hilir.
subsale	Petaling Jaya	Damansara Damai	One Damansara Condominium	370000.0	3	2	1100.0		Condominium	Leasehold			Leasehold Bumi lot walking distance MRT Damansara Damai		Hi Hani, I'm interested in the subsale unit at One Damansara Condominium, Damansara Damai.
subsale	Ampang	Taman Nirwana	City Garden Orchid Court Condominium	398000.0	3	2	1076.0		Condominium	Leasehold			Leasehold bumi lot near LRT Cahaya/Cempaka & SUKE/AKLEH		Hi Hani, I'm interested in the subsale unit at City Garden Orchid Court Condominium, Taman Nirwana.
subsale	Kuala Lumpur	Segambut	Prima Tiara II	290000.0	3	2	926.0		Apartment	Freehold			KTM Segambut (~2.4km short drive) • SMK Segambut Jaya (~700m) • United Point Mall (~3min drive) • SK Taman Sri Sinar (~500m)		Hi Hani, I'm interested in the subsale unit at Prima Tiara II, Segambut.
subsale	Kuala Lumpur	Cheras Selatan / Taman Tun Perak	Pangsapuri Pahlawan	138000.0	3	2	667.0		Flat	Freehold			SMK Tun Hussein Onn • SRK Tun Hussein Onn • CS Supermarket / Econsave		Hi Hani, I'm interested in the subsale unit at Pangsapuri Pahlawan, Cheras Selatan / Taman Tun Perak.
subsale	Klang	Pandamaran	Taman Pendamar Indah 2	155000.0	3	1	766.0		Apartment	Freehold			Giant Klang, GM Klang, Lotus’s Bukit Tinggi		Hi Hani, I'm interested in the subsale unit at Taman Pendamar Indah 2, Pandamaran.
subsale	Rawang	Bandar Sri Putra	Apartment Seri Melati	190000.0	3	2	789.0		Apartment	Freehold			Strong accessibility to PLUS, Nilai, Bangi and Putrajaya		Hi Hani, I'm interested in the subsale unit at Apartment Seri Melati, Bandar Sri Putra.
subsale	Shah Alam	Denai Alam	Habitus @ City of Elmina	220000.0	1	1	450.0		Condominium	Freehold			SK Denai Alam • Masjid Denai Alam • E-Boulevard Denai Alam (commercial hub)		Hi Hani, I'm interested in the subsale unit at Habitus @ City of Elmina, Denai Alam.
subsale	Petaling Jaya	Damansara Damai	Apartment Idaman	230000.0	3	1	650.0		Apartment	Freehold			Established Damansara Damai residential pocket		Hi Hani, I'm interested in the subsale unit at Apartment Idaman, Damansara Damai.
subsale	Sepang	Kg Giching / Labu Lanjut	Tanah Lot Banglo Kg Giching	260000.0					Residential Land	Freehold			KLIA Growth Pocket		Hi Hani, I'm interested in the subsale unit at Tanah Lot Banglo Kg Giching, Kg Giching / Labu Lanjut.
subsale	Puchong	Puchong	Pangsapuri Sri Alpinia	270000.0	3	2	780.0		Apartment	Freehold			Family-ready mature area		Hi Hani, I'm interested in the subsale unit at Pangsapuri Sri Alpinia, Puchong.
subsale	Kajang	Semenyih	Suria Mewah Residensi	270000.0	4	2	1052.0		Apartment	Freehold			Direct LEKAS access; green view		Hi Hani, I'm interested in the subsale unit at Suria Mewah Residensi, Semenyih.
subsale	Kajang	Kajang 2	Residensi Rimbun	278000.0	2	1	597.0		Condominium	Freehold			Developing Township		Hi Hani, I'm interested in the subsale unit at Residensi Rimbun, Kajang 2.
subsale	Kajang	Eco Majestic	Harmoni Eco Majestic	280000.0	3	2	900.0		Apartment	Freehold			Eco Majestic Township, Ecohill Walk		Hi Hani, I'm interested in the subsale unit at Harmoni Eco Majestic, Eco Majestic.
subsale	Kajang	Taman Impian Putra / Bandar Seri Putra	Vesta View Apartment	285000.0	3	3	1044.0		Apartment	Freehold			SMK Bandar Seri Putra • Masjid Bandar Seri Putra • Pusat Perniagaan Bandar Seri Putra (shoplots / retail)		Hi Hani, I'm interested in the subsale unit at Vesta View Apartment, Taman Impian Putra / Bandar Seri Putra.
subsale	Kuala Lumpur	Pantai Dalam	Pantai Indah Fasa 1	295000.0	3	2	764.0		Apartment	Freehold			KM Pantai Dalam, Mid Valley Megamall		Hi Hani, I'm interested in the subsale unit at Pantai Indah Fasa 1, Pantai Dalam.
subsale	Sepang	KLIA / Bandar Baru Salak Tinggi	Casa Dahlia Apartment	300000.0	3	2	853.0		Apartment	Freehold			Salak Tinggi (near KLIA/KLIA2)		Hi Hani, I'm interested in the subsale unit at Casa Dahlia Apartment, KLIA / Bandar Baru Salak Tinggi.
subsale	Kajang	Setia EcoHill	D’Cassia Apartment	300000.0	3	2	850.0		Apartment	Freehold			Freehold Non-Bumi dekat EcoHill Mall & LEKAS		Hi Hani, I'm interested in the subsale unit at D’Cassia Apartment, Setia EcoHill.
subsale	Shah Alam	Elmina Green	Harmoni Elmina 1	350000.0	3	2	1000.0		Apartment	Freehold			Elmina Central Park • SK Saujana Utama • SMK Saujana Utama • Elmina Green Commercial Area		Hi Hani, I'm interested in the subsale unit at Harmoni Elmina 1, Elmina Green.
subsale	Nilai	Residensi KLIA	Residensi KLIA	370000.0	3	2	962.0		Serviced Residence	Freehold			Near KLIA & Nilai township		Hi Hani, I'm interested in the subsale unit at Residensi KLIA, Residensi KLIA.
subsale	Kuala Lumpur	Pudu	Kenanga Point Condominium	370000.0	3	2	860.0		Condominium	Freehold			Near Pudu/Sg Besi corridor, KL city access and full facilities		Hi Hani, I'm interested in the subsale unit at Kenanga Point Condominium, Pudu.
subsale	Kajang	Bangi	DeCentrum SOHO Duplex	385000.0	1	2	768.0		Service Residence	Freehold			Near DeCentrum Mall, UKM		Hi Hani, I'm interested in the subsale unit at DeCentrum SOHO Duplex, Bangi.
subsale	Kajang	Bandar Puteri Bangi	Palmyra Residence	388000.0	3	2	1066.0		Service Apartment	Freehold			Bangi Wonderland • McD / Starbucks BSP (commercial hub) • Klinik Kesihatan Bandar Seri Putra • SK Bandar Seri Putra		Hi Hani, I'm interested in the subsale unit at Palmyra Residence, Bandar Puteri Bangi.
subsale	Cheras	Bandar Mahkota Cheras	The iResidence	450000.0	4	2	1507.0		Condominium	Freehold			AEON Cheras Selatan • Mahkota Cheras Commercial Centre • Sungai Long Medical Centre		Hi Hani, I'm interested in the subsale unit at The iResidence, Bandar Mahkota Cheras.
subsale	Selayang	Selayang	Magna Ville Condominium	289000.0	2	2	1001.0		Condominium	Leasehold			Walkable schools and strong medical hub proximity		Hi Hani, I'm interested in the subsale unit at Magna Ville Condominium, Selayang.
subsale	Petaling Jaya	Prima Damansara	Indah Condominium	300000.0	3	2	872.0		Condominium	Leasehold			Near The Curve, IKEA, One Utama and Sri Bestari School		Hi Hani, I'm interested in the subsale unit at Indah Condominium, Prima Damansara.
subsale	Ampang	Jalan Taman Putera	Puteri Court Condominium	380000.0	4	2	1200.0		Condominium	Leasehold			Near Hospital Ampang; quick access SUKE		Hi Hani, I'm interested in the subsale unit at Puteri Court Condominium, Jalan Taman Putera.
subsale	Kuala Lumpur	Desa Pandan	Baiduri Apartment	410000.0	3	2	950.0		Apartment	Leasehold			Stesen LRT Jelatek, KLCC, Taman Tasik Ampang Hilir		Hi Hani, I'm interested in the subsale unit at Baiduri Apartment, Desa Pandan.
subsale	Setapak	Seksyen 10 Wangsa Maju	Seasons Garden Residences	430000.0	3	2	900.0		Condominium	Leasehold			Near LRT Sri Rampai + RapidKL bus at doorstep		Hi Hani, I'm interested in the subsale unit at Seasons Garden Residences, Seksyen 10 Wangsa Maju.
subsale	Cheras	Bandar Sri Permaisuri	Cengal Condominium	450000.0	3	2	927.0		Condominium	Leasehold			Bandar Sri Permaisuri (Near LRT Bandar Tun Razak, HUKM)		Hi Hani, I'm interested in the subsale unit at Cengal Condominium, Bandar Sri Permaisuri.
subsale	Cheras	Bandar Sri Permaisuri	Laman Tasik Condominium	480000.0	4	3	1281.0		Condominium	Leasehold			LRT Salak South • UKM Hospital		Hi Hani, I'm interested in the subsale unit at Laman Tasik Condominium, Bandar Sri Permaisuri.
subsale	Cheras	Taman Maluri	M Vertica	550000.0	3	2	850.0		Service Residence	Leasehold			Maluri MRT & LRT Station (630m, covered walkway) • Sunway Medical Centre Velocity • AEON Taman Maluri • Sunway Velocity Mall • SMK Seri Bintang Utara		Hi Hani, I'm interested in the subsale unit at M Vertica, Taman Maluri.
subsale	Bukit Jalil	Bukit Jalil	The Havre Bukit Jalil	580000.0	3	3	1023.0		Condominium	Leasehold			Pavilion Bukit Jalil (lifestyle mall anchor) • Bukit Jalil Recreational Park (green lifestyle anchor) • LRT Bukit Jalil (connectivity driver)		Hi Hani, I'm interested in the subsale unit at The Havre Bukit Jalil, Bukit Jalil.
subsale	Bukit Jalil	Bukit Jalil	Parkhill Residence	599000.0	4	2	1300.0		Condominium	Leasehold			Pavilion Bukit Jalil, Bukit Jalil LRT, APU (Asia Pacific University)		Hi Hani, I'm interested in the subsale unit at Parkhill Residence, Bukit Jalil.
subsale	Ampang	Bandar Baru Ampang	Ampang Prima Condominium	425000.0	3	2	1001.0		Condominium	Leasehold (2098)			LRT Ampang (~1.2km) • Ampang Puteri Hospital • Spectrum Mall (balcony facing) • Ampang Point • SMK Bandar Baru Ampang		Hi Hani, I'm interested in the subsale unit at Ampang Prima Condominium, Bandar Baru Ampang.
subsale	Kuala Lumpur	Bandar Baru Sentul	Melur Apartment	320000.0	3	2	1016.0		Apartment	Leasehold 60 Years			LRT Sentul Timur (50m) • UTC Sentul • Setapak Central Mall		Hi Hani, I'm interested in the subsale unit at Melur Apartment, Bandar Baru Sentul.
subsale	Ampang	Pandan Indah	Taman Bakti	155000.0	2	1	450.0		Flat	Leasehold			LRT Pandan Indah (~100m) • MRT Pandan Indah • Axis Atrium Shopping Mall		Hi Hani, I'm interested in the subsale unit at Taman Bakti, Pandan Indah.
subsale	Kuala Lumpur	Taman Setiawangsa	Pangsapuri Andika	240000.0	3	2	657.0		Flat	Leasehold (Bumi Lot)			LRT Setiawangsa • SK Taman Setiawangsa • Medan Selera Taman Setiawangsa • Klinik Mediviron Setiawangsa • Masjid Taman Setiawangsa		Hi Hani, I'm interested in the subsale unit at Pangsapuri Andika, Taman Setiawangsa.
subsale	Cheras	Taman Midah	Arte Cheras	508000.0	2	2	868.0		Condominium	Leasehold			MRT Taman Midah SBK24 (~400m, covered walkway walkable) • EkoCheras Mall (~3 min drive) • SK Taman Midah (~500m) • Pantai Hospital Cheras (~3km) • Lotus's Cheras (in-township)		Hi Hani, I'm interested in the subsale unit at Arte Cheras, Taman Midah.
subsale	Ampang	Bandar Baru Ampang	Pangsapuri Sri Nilam	155000.0	3	2	650.0		Condominium	Leasehold			SMK Bandar Baru Ampang (~120m, walkable) • SK Ampang Campuran (~560m, walkable) • Masjid Bandar Baru Ampang (walkable) • AEON Big Ampang (~1–2km) • Hospital Ampang (~2km, short drive)		Hi Hani, I'm interested in the subsale unit at Pangsapuri Sri Nilam, Bandar Baru Ampang.
subsale	Cheras	Taman Pudu Ulu	Vila Tropika Apartment Pudu Impian 2	318000.0	3	2	936.0		Condominium	Leasehold			MRT/LRT Maluri (~1.2km, short drive) • AEON Taman Maluri (~1km) • SMK Seri Bintang Selatan (~0.8km) • WOU Wawasan Open University (~0.8km) • Pantai Hospital Cheras (~1.5km)		Hi Hani, I'm interested in the subsale unit at Vila Tropika Apartment Pudu Impian 2, Taman Pudu Ulu.
subsale	Petaling Jaya	Damansara Damai	The Zizz	480000.0	3	2	990.0		Condominium	Leasehold			MRT Damansara Damai (~350m, walkable) • SK Desa Aman (~0.5km) • Masjid Damansara Damai (~0.8km) • NSK Trade City (~1km)		Hi Hani, I'm interested in the subsale unit at The Zizz, Damansara Damai.
